web-scraper-order,web-scraper-start-url,Film_name,Popularity_rank,IMDbscore,Metascore,Votes,Certificate,Run_time,Genre
1557260958-10403,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=901&ref_=adv_nxt",Kelebekler,903,7.7,null,5182,null,117 min,"Comedy, Drama"
1557260958-10404,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=901&ref_=adv_nxt",Nuestro tiempo,904,7,38,588,null,173 min,Drama
1557260958-10405,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=901&ref_=adv_nxt",The Gateway,905,5.5,null,3937,TV-MA,90 min,Sci-Fi
1557260958-10406,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=901&ref_=adv_nxt",Time Share,906,6.1,null,1426,TV-MA,96 min,"Drama, Horror, Mystery"
1557260958-10407,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=901&ref_=adv_nxt",Atlas,907,7.6,null,84,null,99 min,Drama
1557260958-10408,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=901&ref_=adv_nxt",The Go-Getters,908,5.4,null,110,null,83 min,"Adventure, Comedy"
1557260958-10409,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=901&ref_=adv_nxt",A Dark Place,909,6.6,null,25,null,120 min,Drama
1557260958-10410,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=901&ref_=adv_nxt",Edmond,910,7.5,null,511,null,110 min,"Comedy, Drama, History"
1557260958-10411,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=901&ref_=adv_nxt",Songbird,911,4.1,null,300,TV-MA,95 min,Drama
1557260958-10412,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=901&ref_=adv_nxt",Maine,912,4.8,null,283,R,86 min,Drama
1557260958-10413,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=901&ref_=adv_nxt",Bizim Için Sampiyon,913,8.5,null,3808,null,130 min,"Drama, Romance, Sport"
1557260958-10414,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=901&ref_=adv_nxt",Nazi Overlord,914,2,null,479,TV-MA,91 min,"Action, Adventure, Horror"
1557260958-10415,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=901&ref_=adv_nxt",The Hows of Us,915,7.9,null,2121,null,117 min,"Drama, Romance"
1557260958-10416,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=901&ref_=adv_nxt",Another Time,916,4.6,null,512,TV-MA,89 min,"Adventure, Comedy, Romance"
1557260958-10417,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=901&ref_=adv_nxt",Every Other Holiday,917,7,null,200,null,90 min,"Drama, Family, Romance"
1557260958-10418,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=901&ref_=adv_nxt",Adolescence,918,7.3,null,15,null,99 min,"Drama, Romance"
1557260958-10419,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=901&ref_=adv_nxt",Us and Them,919,7.2,null,1601,Not Rated,120 min,"Drama, Romance"
1557260958-10420,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=901&ref_=adv_nxt",Birthmarked,920,5.7,44,2137,null,90 min,Comedy
1557260958-10421,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=901&ref_=adv_nxt",Xue bao,921,6.6,null,20,Not Rated,112 min,Thriller
1557260958-10422,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=901&ref_=adv_nxt",Baaghi 2,922,5.1,null,7235,Not Rated,137 min,"Action, Thriller"
1557260958-10423,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=901&ref_=adv_nxt",Sauver ou périr,923,7.4,null,380,null,116 min,Drama
1557260958-10424,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=901&ref_=adv_nxt",Rottentail,924,6.6,null,34,null,106 min,"Comedy, Horror"
1557260958-10425,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=901&ref_=adv_nxt",Smuggling Hendrix,925,6.9,null,311,null,92 min,"Comedy, Drama"
1557260958-10426,"https://www.imdb.com/search/title?title_type=feature&year=2018-01-01,2018-12-31&start=901&ref_=adv_nxt",Extremity,926,4.3,null,354,null,103 min,Horror
